dataset,tier,model_dir,n_models,metric,stratum,estimate,ci95_low,ci95_high,one_sided95_lower,conditional_finite_ci95_low,conditional_finite_ci95_high,bootstrap_n,bootstrap_undefined,bootstrap_undefined_fraction,interval_status,geometric_shift_pct,geometric_ci95_low_pct,geometric_ci95_high_pct
h6_corrected,per_model,inkling-small_20260815_192811,1,log,positive,0.13287229152355096,-0.06468958770013078,0.32825968066172573,-0.03142446985168714,-0.06468958770013078,0.32825968066172573,10000,0,0.0,supported,14.210413263822442,-6.264161420554469,38.85495049299882
h6_corrected,per_model,inkling-small_20260815_192811,1,log,negative,0.18115028369402353,,,,0.06899287148695166,0.25131442828090655,10000,3869,0.3869,withheld_undefined_support,19.859529508721216,,
h6_corrected,per_model,inkling-small_20260815_192811,1,binary,all,0.18403547671840353,-0.010588778146917674,0.38125,0.018292682926829285,-0.010588778146917674,0.38125,10000,0,0.0,supported,,,
h6_corrected,per_model,inkling-small_20260815_192811,1,binary,known_label,0.18403547671840353,-0.010588778146917674,0.38125,0.018292682926829285,-0.010588778146917674,0.38125,10000,0,0.0,supported,,,
h6_corrected,per_model,inkling-small_20260815_192811,1,binary,positive,0.1595394736842105,-0.033333333333333354,0.35488949646844375,-0.0029845148304450462,-0.033333333333333354,0.35488949646844375,10000,0,0.0,supported,,,
h6_corrected,per_model,inkling-small_20260815_192811,1,binary,negative,0.0,,,,0.0,0.0,10000,3869,0.3869,withheld_undefined_support,,,
h6_corrected,per_model,inkling_20260815_030703,1,log,all,0.08639643945179287,-0.013532452192233972,0.19458023649892986,0.0015907958665422966,-0.013532452192233972,0.19458023649892986,10000,0,0.0,supported,9.02384561790915,-1.3441300194343748,21.48009503499198
h6_corrected,per_model,inkling_20260815_030703,1,log,known_label,0.08636056782793133,-0.015845159608165103,0.19635205142895523,0.00012574683863668742,-0.015845159608165103,0.19635205142895523,10000,0,0.0,supported,9.019934825670859,-1.5720285486757783,21.69552607668485
h6_corrected,per_model,inkling_20260815_030703,1,log,positive,0.09193970138949226,-0.014274640698721173,0.20647112568404122,0.003674519424181888,-0.014274640698721173,0.20647112568404122,10000,0,0.0,supported,9.62987147985446,-1.4173241069663163,22.933223757714813
h6_corrected,per_model,inkling_20260815_030703,1,log,negative,0.06936425414584946,,,,-0.43995128417933316,0.5068858107982406,10000,1675,0.1675,withheld_undefined_support,7.1826555317831025,,
h6_corrected,per_model,inkling_20260815_030703,1,binary,all,0.10396825396825399,-0.10756492180205415,0.3241125723938223,-0.07499999999999996,-0.10756492180205415,0.3241125723938223,10000,0,0.0,supported,,,
h6_corrected,per_model,inkling_20260815_030703,1,binary,known_label,0.09640522875816993,-0.1161608252184038,0.3183222466652699,-0.08571428571428574,-0.1161608252184038,0.3183222466652699,10000,0,0.0,supported,,,
h6_corrected,per_model,inkling_20260815_030703,1,binary,positive,0.09487666034155601,-0.12638030888030888,0.32289562958361606,-0.08930791505791505,-0.12638030888030888,0.32289562958361606,10000,0,0.0,supported,,,
h6_corrected,per_model,inkling_20260815_030703,1,binary,negative,0.16666666666666669,,,,-1.0,1.0,10000,1675,0.1675,withheld_undefined_support,,,
h6_corrected,per_model,kimi-k3_20260815_030702,1,log,all,0.10178319882749065,0.00749389159911758,0.20545771832432344,0.022427464812535373,0.00749389159911758,0.20545771832432344,10000,0,0.0,supported,10.7143415715998,0.7522041077212513,22.808705428557143
h6_corrected,per_model,kimi-k3_20260815_030702,1,log,known_label,0.11509024086550923,0.016736250636579176,0.22340934569704973,0.03126651299485328,0.016736250636579176,0.22340934569704973,10000,0,0.0,supported,12.197468097001389,1.6877086269070485,25.03322871366209
h6_corrected,per_model,kimi-k3_20260815_030702,1,log,positive,0.07423310485884116,-0.034752820935017054,0.19387527269431712,-0.018969382468835148,-0.034752820935017054,0.19387527269431712,10000,0,0.0,supported,7.705784365258454,-3.4155876798036213,21.394486144141545
h6_corrected,per_model,kimi-k3_20260815_030702,1,log,negative,0.3584401986403094,,,,0.20041163002316384,0.5292159168241894,10000,77,0.0077,withheld_undefined_support,43.10954481155066,,
h6_corrected,per_model,kimi-k3_20260815_030702,1,binary,all,0.31517747858017137,0.10606060606060608,0.5185850048654927,0.14016988825128363,0.10606060606060608,0.5185850048654927,10000,0,0.0,supported,,,
h6_corrected,per_model,kimi-k3_20260815_030702,1,binary,known_label,0.3770034843205575,0.16666666666666669,0.5790604575163399,0.20075075287031813,0.16666666666666669,0.5790604575163399,10000,0,0.0,supported,,,
h6_corrected,per_model,kimi-k3_20260815_030702,1,binary,positive,0.2714285714285714,0.032258064516129004,0.5,0.07478556448046118,0.032258064516129004,0.5,10000,0,0.0,supported,,,
h6_corrected,per_model,kimi-k3_20260815_030702,1,binary,negative,1.0,,,,1.0,1.0,10000,77,0.0077,withheld_undefined_support,,,
h6_corrected,per_model,minimax-m3_20260815_030703,1,log,all,0.1926880795123651,-0.013522398050657787,0.4015553878363234,0.021266895656197705,-0.013522398050657787,0.4015553878363234,10000,0,0.0,supported,21.25045295239329,-1.3431381143638998,49.414686910037325
h6_corrected,per_model,minimax-m3_20260815_030703,1,log,known_label,0.1926880795123651,-0.013522398050657787,0.4015553878363234,0.021266895656197705,-0.013522398050657787,0.4015553878363234,10000,0,0.0,supported,21.25045295239329,-1.3431381143638998,49.414686910037325
h6_corrected,per_model,minimax-m3_20260815_030703,1,log,positive,0.13945052977638284,-0.06848776062454123,0.35821704676519184,-0.03613545948937434,-0.06848776062454123,0.35821704676519184,10000,0,0.0,supported,14.964193126785869,-6.619511077777555,43.077613211209496
h6_corrected,per_model,minimax-m3_20260815_030703,1,log,negative,0.6877729880901917,,,,0.05379013619806727,1.3217558399823162,10000,1484,0.1484,withheld_undefined_support,98.92804453355907,,
h6_corrected,per_model,minimax-m3_20260815_030703,1,binary,all,0.1395348837209302,-0.06866524017553764,0.34751773049645385,-0.034883720930232565,-0.06866524017553764,0.34751773049645385,10000,0,0.0,supported,,,
h6_corrected,per_model,minimax-m3_20260815_030703,1,binary,known_label,0.1395348837209302,-0.06866524017553764,0.34751773049645385,-0.034883720930232565,-0.06866524017553764,0.34751773049645385,10000,0,0.0,supported,,,
h6_corrected,per_model,minimax-m3_20260815_030703,1,binary,positive,0.09693558474046277,-0.11721611721611719,0.30975741043295596,-0.08344947735191634,-0.11721611721611719,0.30975741043295596,10000,0,0.0,supported,,,
h6_corrected,per_model,minimax-m3_20260815_030703,1,binary,negative,0.5,,,,0.0,1.0,10000,1484,0.1484,withheld_undefined_support,,,
h6_corrected,per_model,qwen3.5-122b-a10b_20260815_030702,1,log,all,0.20206260692724953,0.02736203662390598,0.38263180410558023,0.054472216730343345,0.02736203662390598,0.38263180410558023,10000,0,0.0,supported,22.39246318731305,2.773981487125204,46.613810464455355
h6_corrected,per_model,qwen3.5-122b-a10b_20260815_030702,1,log,known_label,0.20206260692724953,0.02736203662390598,0.38263180410558023,0.054472216730343345,0.02736203662390598,0.38263180410558023,10000,0,0.0,supported,22.39246318731305,2.773981487125204,46.613810464455355
h6_corrected,per_model,qwen3.5-122b-a10b_20260815_030702,1,log,positive,0.20206260692724953,0.02736203662390598,0.38263180410558023,0.054472216730343345,0.02736203662390598,0.38263180410558023,10000,0,0.0,supported,22.39246318731305,2.773981487125204,46.613810464455355
h6_corrected,per_model,qwen3.5-122b-a10b_20260815_030702,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,per_model,qwen3.5-122b-a10b_20260815_030702,1,binary,all,0.52,0.36,0.6799999999999999,0.38,0.36,0.6799999999999999,10000,0,0.0,supported,,,
h6_corrected,per_model,qwen3.5-122b-a10b_20260815_030702,1,binary,known_label,0.52,0.36,0.6799999999999999,0.38,0.36,0.6799999999999999,10000,0,0.0,supported,,,
h6_corrected,per_model,qwen3.5-122b-a10b_20260815_030702,1,binary,positive,0.52,0.36,0.6799999999999999,0.38,0.36,0.6799999999999999,10000,0,0.0,supported,,,
h6_corrected,per_model,qwen3.5-122b-a10b_20260815_030702,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,per_model,qwen3p8-2p4t-a95b_20260815_030703,1,log,all,0.10844473059888315,0.0244167336147207,0.19511852945895114,0.03699788640518644,0.0244167336147207,0.19511852945895114,10000,0,0.0,supported,11.45433066949286,2.471726305234092,21.545504518084748
h6_corrected,per_model,qwen3p8-2p4t-a95b_20260815_030703,1,log,known_label,0.09396583821020243,0.006412824590337785,0.1796391687766345,0.021703871928469454,0.006412824590337785,0.1796391687766345,10000,0,0.0,supported,9.852221779107127,0.6433430774349481,19.678544764502167
h6_corrected,per_model,qwen3p8-2p4t-a95b_20260815_030703,1,log,positive,0.10762007667091922,0.003412138587508109,0.22634798337656842,0.019238505163732357,0.003412138587508109,0.22634798337656842,10000,0,0.0,supported,11.362457304989698,0.34179665591086433,25.401196467904107
h6_corrected,per_model,qwen3p8-2p4t-a95b_20260815_030703,1,log,negative,0.07871242638319487,-0.08394339487089626,0.21864328444140155,-0.05272889725322204,-0.08394339487089626,0.21864328444140155,10000,0,0.0,supported,8.189315340338874,-8.051669790690074,24.438730519378428
h6_corrected,per_model,qwen3p8-2p4t-a95b_20260815_030703,1,binary,all,0.4042553191489362,0.2199924242424242,0.5806737588652482,0.24880035141221257,0.2199924242424242,0.5806737588652482,10000,0,0.0,supported,,,
h6_corrected,per_model,qwen3p8-2p4t-a95b_20260815_030703,1,binary,known_label,0.3989547038327526,0.19772727272727275,0.5905972629745094,0.23135881856812093,0.19772727272727275,0.5905972629745094,10000,0,0.0,supported,,,
h6_corrected,per_model,qwen3p8-2p4t-a95b_20260815_030703,1,binary,positive,0.4153846153846154,0.14704901960784317,0.6647642339544513,0.1925465838509317,0.14704901960784317,0.6647642339544513,10000,0,0.0,supported,,,
h6_corrected,per_model,qwen3p8-2p4t-a95b_20260815_030703,1,binary,negative,0.4017857142857143,0.09046201476542039,0.7008605072463767,0.1416666666666666,0.09046201476542039,0.7008605072463767,10000,0,0.0,supported,,,
h6_corrected,primary_9,,9,log,all,0.14371283911207852,0.08965513705856828,0.19948346599994485,0.09842726506553344,0.08965513705856828,0.19948346599994485,10000,0,0.0,supported,15.455251859097174,9.379700860113301,22.077202501939873
h6_corrected,primary_9,,9,log,known_label,0.14385845776256703,0.08968179447111034,0.1994267522766808,0.09890456235670891,0.08968179447111034,0.1994267522766808,10000,0,0.0,supported,15.47206552122639,9.382616678786775,22.070279245584008
h6_corrected,primary_9,,9,log,positive,0.13153775778744187,0.07411535596995032,0.18988389380051524,0.08371301067429059,0.07411535596995032,0.18988389380051524,10000,0,0.0,supported,14.058097272327489,7.693102875452648,20.91092044326586
h6_corrected,primary_9,,9,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,primary_9,,9,binary,all,0.3208918946573044,0.25643707593286347,0.38624322101547265,0.2666952306924348,0.25643707593286347,0.38624322101547265,10000,0,0.0,supported,,,
h6_corrected,primary_9,,9,binary,known_label,0.3307766019033176,0.26501595842361536,0.39759874368761305,0.27534746863169135,0.26501595842361536,0.39759874368761305,10000,0,0.0,supported,,,
h6_corrected,primary_9,,9,binary,positive,0.30778505930038313,0.23017870534322096,0.3859235257234641,0.2424418085857326,0.23017870534322096,0.3859235257234641,10000,0,0.0,supported,,,
h6_corrected,primary_9,,9,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,all_10,,10,log,all,0.14115490270962283,0.0925440809654708,0.1919590947563566,0.1004594831515622,0.0925440809654708,0.1919590947563566,10000,0,0.0,supported,15.160302059748737,9.696149561636043,21.162095430088193
h6_corrected,all_10,,10,log,known_label,0.1421587547913962,0.09346533956537928,0.19272305450786492,0.10118452309364531,0.09346533956537928,0.19272305450786492,10000,0,0.0,supported,15.275964012742316,9.797254647610718,21.254693760600343
h6_corrected,all_10,,10,log,positive,0.1268715060874353,,,,0.07395994043100232,0.18064586813103764,10000,61,0.0061,withheld_undefined_support,13.527113297933438,,
h6_corrected,all_10,,10,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,all_10,,10,binary,all,0.32265363686859255,0.26073171108135157,0.3844277486483846,0.27081492004060914,0.26073171108135157,0.3844277486483846,10000,0,0.0,supported,,,
h6_corrected,all_10,,10,binary,known_label,0.332908447654199,0.26920127683875994,0.39564322995534096,0.2799802645401325,0.26920127683875994,0.39564322995534096,10000,0,0.0,supported,,,
h6_corrected,all_10,,10,binary,positive,0.3070065533703448,,,,0.21669521951680662,0.3941415863865273,10000,61,0.0061,withheld_undefined_support,,,
h6_corrected,all_10,,10,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,raw_reasoning_8,,8,log,all,0.14169182764230914,0.08246482603968258,0.20246893673558575,0.0924509147384461,0.08246482603968258,0.20246893673558575,10000,0,0.0,supported,15.222151099840284,8.59604752366072,22.44220499852768
h6_corrected,raw_reasoning_8,,8,log,known_label,0.1418556486241087,0.08205450219280998,0.20265288099975212,0.09236891769324038,0.08205450219280998,0.20265288099975212,10000,0,0.0,supported,15.241028451969479,8.551497116357968,22.464729611402202
h6_corrected,raw_reasoning_8,,8,log,positive,0.1279948611520929,0.06502313120962876,0.19181719154869625,0.07496352355847334,0.06502313120962876,0.19181719154869625,10000,0,0.0,supported,13.6547162139048,6.718370934878832,21.144903359933615
h6_corrected,raw_reasoning_8,,8,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,raw_reasoning_8,,8,binary,all,0.3086744568201172,0.24071324254750573,0.37787911032151605,0.2508281996091344,0.24071324254750573,0.37787911032151605,10000,0,0.0,supported,,,
h6_corrected,raw_reasoning_8,,8,binary,known_label,0.31979475247188205,0.24972058387422244,0.39007798455495857,0.2601351558400677,0.24972058387422244,0.39007798455495857,10000,0,0.0,supported,,,
h6_corrected,raw_reasoning_8,,8,binary,positive,0.29392926704358086,0.20958924476964869,0.3782923241939444,0.22347168845559062,0.20958924476964869,0.3782923241939444,10000,0,0.0,supported,,,
h6_corrected,raw_reasoning_8,,8,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,claude_summary_only,,1,log,all,0.15988093087023358,0.07050283276284351,0.25012074604268136,0.0833855783281157,0.07050283276284351,0.25012074604268136,10000,0,0.0,supported,17.3371150392,7.304760911580402,28.418046703617843
h6_corrected,claude_summary_only,,1,log,known_label,0.15988093087023358,0.07050283276284351,0.25012074604268136,0.0833855783281157,0.07050283276284351,0.25012074604268136,10000,0,0.0,supported,17.3371150392,7.304760911580402,28.418046703617843
h6_corrected,claude_summary_only,,1,log,positive,0.15988093087023358,0.07050283276284351,0.25012074604268136,0.0833855783281157,0.07050283276284351,0.25012074604268136,10000,0,0.0,supported,17.3371150392,7.304760911580402,28.418046703617843
h6_corrected,claude_summary_only,,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,claude_summary_only,,1,binary,all,0.4186313973548016,0.22402111137710212,0.6045075623318809,0.2556755050505051,0.22402111137710212,0.6045075623318809,10000,0,0.0,supported,,,
h6_corrected,claude_summary_only,,1,binary,known_label,0.4186313973548016,0.22402111137710212,0.6045075623318809,0.2556755050505051,0.22402111137710212,0.6045075623318809,10000,0,0.0,supported,,,
h6_corrected,claude_summary_only,,1,binary,positive,0.4186313973548016,0.22402111137710212,0.6045075623318809,0.2556755050505051,0.22402111137710212,0.6045075623318809,10000,0,0.0,supported,,,
h6_corrected,claude_summary_only,,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
h6_corrected,both_labels_supported,,7,log,all,0.13306743060160336,0.07013561415112704,0.19781980742766303,0.08003598305821763,0.07013561415112704,0.19781980742766303,10000,0,0.0,supported,14.23270235323618,7.265363840359507,21.87427656405957
h6_corrected,both_labels_supported,,7,log,known_label,0.13325465458080288,0.06985511303000176,0.19794895523342354,0.08006392150742,0.06985511303000176,0.19794895523342354,10000,0,0.0,supported,14.254091456539502,7.2352800050163975,21.890017375880245
h6_corrected,both_labels_supported,,7,log,positive,0.11741375461278482,0.04990401764367085,0.185021491615573,0.060941061416711864,0.04990401764367085,0.185021491615573,10000,0,0.0,supported,12.458463552378538,5.1170197741374945,20.324429951373993
h6_corrected,both_labels_supported,,7,log,negative,0.24882578820492693,,,,0.08488884860891505,0.4291663058460498,10000,5692,0.5692,withheld_undefined_support,28.251858374193397,,
h6_corrected,both_labels_supported,,7,binary,all,0.27848509350870543,0.20435086365728364,0.35457488793974545,0.21595029511788427,0.20435086365728364,0.35457488793974545,10000,0,0.0,supported,,,
h6_corrected,both_labels_supported,,7,binary,known_label,0.29119400282500807,0.21545155619007228,0.36905917467022215,0.22656408087445157,0.21545155619007228,0.36905917467022215,10000,0,0.0,supported,,,
h6_corrected,both_labels_supported,,7,binary,positive,0.2616334480498067,0.16967919865460365,0.35466716542467797,0.18368402803658954,0.16967919865460365,0.35466716542467797,10000,0,0.0,supported,,,
h6_corrected,both_labels_supported,,7,binary,negative,0.44581443688586553,,,,0.24567804621848738,0.6346691205608171,10000,5692,0.5692,withheld_undefined_support,,,
full_fresh_parse,per_model,claude-opus-4-7_20260815_042213,1,log,all,0.10692012651885818,0.04465630060721866,0.16803162672413655,0.05551064676955164,0.04465630060721866,0.16803162672413655,10000,0,0.0,supported,11.284536409617779,4.5668402544611375,18.297402364928907
full_fresh_parse,per_model,claude-opus-4-7_20260815_042213,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,claude-opus-4-7_20260815_042213,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,claude-opus-4-7_20260815_042213,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,claude-opus-4-7_20260815_042213,1,binary,all,0.2572027239392352,0.11363705227937917,0.39342960858585857,0.1386877705627705,0.11363705227937917,0.39342960858585857,10000,0,0.0,supported,,,
full_fresh_parse,per_model,claude-opus-4-7_20260815_042213,1,binary,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,claude-opus-4-7_20260815_042213,1,binary,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,claude-opus-4-7_20260815_042213,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-flash-0731_20260815_030703,1,log,all,0.026896628567701697,0.012670439244939402,0.04232109346085417,0.01490414530720372,0.012670439244939402,0.04232109346085417,10000,0,0.0,supported,2.726160777107937,1.2751049355659683,4.322939911574303
full_fresh_parse,per_model,deepseek-v4-flash-0731_20260815_030703,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-flash-0731_20260815_030703,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-flash-0731_20260815_030703,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-flash-0731_20260815_030703,1,binary,all,0.42,0.3,0.5399999999999999,0.31999999999999995,0.3,0.5399999999999999,10000,0,0.0,supported,,,
full_fresh_parse,per_model,deepseek-v4-flash-0731_20260815_030703,1,binary,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-flash-0731_20260815_030703,1,binary,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-flash-0731_20260815_030703,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-pro-0813_20260815_030703,1,log,all,0.19105037901703525,0.07736953339926762,0.3564475380742075,0.0897093612470032,0.07736953339926762,0.3564475380742075,10000,0,0.0,supported,21.05204353747827,8.04412617640628,42.82465999860412
full_fresh_parse,per_model,deepseek-v4-pro-0813_20260815_030703,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-pro-0813_20260815_030703,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-pro-0813_20260815_030703,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-pro-0813_20260815_030703,1,binary,all,0.3742469879518072,0.20801685927782423,0.5357295829847878,0.23503976643511523,0.20801685927782423,0.5357295829847878,10000,0,0.0,supported,,,
full_fresh_parse,per_model,deepseek-v4-pro-0813_20260815_030703,1,binary,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-pro-0813_20260815_030703,1,binary,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,deepseek-v4-pro-0813_20260815_030703,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,glm-5p2_20260815_030703,1,log,all,0.1889542996356397,-0.01778693655803679,0.4006806379175479,0.018075562735791455,-0.01778693655803679,0.4006806379175479,10000,0,0.0,supported,20.79857458327028,-1.7629682736893522,49.28404357325357
full_fresh_parse,per_model,glm-5p2_20260815_030703,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,glm-5p2_20260815_030703,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,glm-5p2_20260815_030703,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,glm-5p2_20260815_030703,1,binary,all,0.3216765873015873,0.15573208126474972,0.4871639994795731,0.18483065953654187,0.15573208126474972,0.4871639994795731,10000,0,0.0,supported,,,
full_fresh_parse,per_model,glm-5p2_20260815_030703,1,binary,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,glm-5p2_20260815_030703,1,binary,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,glm-5p2_20260815_030703,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling-small_20260815_192811,1,log,all,0.15088484265776358,-0.029405501466102813,0.33130352087603926,-0.0014701957698170173,-0.029405501466102813,0.33130352087603926,10000,0,0.0,supported,16.286273818872317,-2.8977366479023354,39.27824667141256
full_fresh_parse,per_model,inkling-small_20260815_192811,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling-small_20260815_192811,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling-small_20260815_192811,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling-small_20260815_192811,1,binary,all,0.21848588383384285,0.07949274054744325,0.35657282829621767,0.10236561178066887,0.07949274054744325,0.35657282829621767,10000,0,0.0,supported,,,
full_fresh_parse,per_model,inkling-small_20260815_192811,1,binary,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling-small_20260815_192811,1,binary,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling-small_20260815_192811,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling_20260815_030703,1,log,all,0.07515915665448603,-0.4511760007337551,0.566296392179975,-0.3262619393994731,-0.4511760007337551,0.566296392179975,10000,0,0.0,supported,7.805571697258998,-36.31212588124184,76.17301962002442
full_fresh_parse,per_model,inkling_20260815_030703,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling_20260815_030703,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling_20260815_030703,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling_20260815_030703,1,binary,all,0.1832191780821918,0.03880708917473622,0.3277788220551378,0.06027195809830779,0.03880708917473622,0.3277788220551378,10000,0,0.0,supported,,,
full_fresh_parse,per_model,inkling_20260815_030703,1,binary,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling_20260815_030703,1,binary,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,inkling_20260815_030703,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,kimi-k3_20260815_030702,1,log,all,0.028922414183774947,-0.07105327133695205,0.11669576073413353,-0.052261899943035844,-0.07105327133695205,0.11669576073413353,10000,0,0.0,supported,2.9344728825987176,-6.858772677107715,12.377748044033359
full_fresh_parse,per_model,kimi-k3_20260815_030702,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,kimi-k3_20260815_030702,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,kimi-k3_20260815_030702,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,kimi-k3_20260815_030702,1,binary,all,0.21433650974256863,0.061636579068215916,0.3583333333333333,0.08603663845517777,0.061636579068215916,0.3583333333333333,10000,0,0.0,supported,,,
full_fresh_parse,per_model,kimi-k3_20260815_030702,1,binary,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,kimi-k3_20260815_030702,1,binary,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,kimi-k3_20260815_030702,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,minimax-m3_20260815_030703,1,log,all,0.3372420248996413,-0.007850882191778291,0.8229294626964565,0.031405612967635756,-0.007850882191778291,0.8229294626964565,10000,0,0.0,supported,40.107811849805216,-0.7820144508093919,127.71609340620122
full_fresh_parse,per_model,minimax-m3_20260815_030703,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,minimax-m3_20260815_030703,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,minimax-m3_20260815_030703,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,minimax-m3_20260815_030703,1,binary,all,0.040756302521008425,-0.10959970596097297,0.190639457946667,-0.08566484687001182,-0.10959970596097297,0.190639457946667,10000,0,0.0,supported,,,
full_fresh_parse,per_model,minimax-m3_20260815_030703,1,binary,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,minimax-m3_20260815_030703,1,binary,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,minimax-m3_20260815_030703,1,binary,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,qwen3.5-122b-a10b_20260815_030702,1,log,all,0.1665540222055526,0.04629681861169486,0.29285343876127007,0.06366825079449825,0.04629681861169486,0.29285343876127007,10000,0,0.0,supported,18.122734665328384,4.738524825880474,34.02463478716533
full_fresh_parse,per_model,qwen3.5-122b-a10b_20260815_030702,1,log,known_label,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,qwen3.5-122b-a10b_20260815_030702,1,log,positive,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
full_fresh_parse,per_model,qwen3.5-122b-a10b_20260815_030702,1,log,negative,,,,,,,10000,10000,1.0,withheld_undefined_support,,,
