dataset,tier,model_dir,stratum,lower,upper,interpretation
full_fresh_plus_reviewed_corrections,claude_summary_only,,positive,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
full_fresh_plus_reviewed_corrections,claude_summary_only,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
full_fresh_plus_reviewed_corrections,both_labels_supported,,all,0.01142857142857143,0.39428571428571424,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
full_fresh_plus_reviewed_corrections,both_labels_supported,,known_label,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
full_fresh_plus_reviewed_corrections,both_labels_supported,,positive,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
full_fresh_plus_reviewed_corrections,both_labels_supported,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,per_model,claude-opus-4-7_20260815_042213,all,0.21999999999999997,0.54,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,claude-opus-4-7_20260815_042213,known_label,0.21999999999999997,0.54,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,claude-opus-4-7_20260815_042213,positive,0.21999999999999997,0.54,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,claude-opus-4-7_20260815_042213,negative,,,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,deepseek-v4-flash-0731_20260815_030703,all,0.45999999999999996,0.45999999999999996,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,deepseek-v4-flash-0731_20260815_030703,known_label,0.5,0.5,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,deepseek-v4-flash-0731_20260815_030703,positive,0.5048076923076923,0.5048076923076923,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,deepseek-v4-flash-0731_20260815_030703,negative,0.5046296296296297,0.5046296296296297,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,deepseek-v4-pro-0813_20260815_030703,all,0.18000000000000005,0.41999999999999993,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,deepseek-v4-pro-0813_20260815_030703,known_label,0.20833333333333331,0.4255952380952381,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,deepseek-v4-pro-0813_20260815_030703,positive,0.0649350649350649,0.4415584415584416,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,deepseek-v4-pro-0813_20260815_030703,negative,0.2383949645948073,0.4248623131392605,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,glm-5p2_20260815_030703,all,-0.15999999999999998,0.58,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,glm-5p2_20260815_030703,known_label,-0.15999999999999998,0.58,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,glm-5p2_20260815_030703,positive,-0.17631578947368426,0.5421052631578946,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,glm-5p2_20260815_030703,negative,-0.08333333333333331,0.7166666666666666,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,inkling-small_20260815_192811,all,-0.1891666666666667,0.3383333333333333,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,inkling-small_20260815_192811,known_label,-0.17814625850340138,0.3358843537414966,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,inkling-small_20260815_192811,positive,-0.12458471760797343,0.2763012181616833,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,inkling-small_20260815_192811,negative,-0.4,0.8571428571428572,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,inkling_20260815_030703,all,-0.24489795918367346,0.34693877551020413,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,inkling_20260815_030703,known_label,-0.25510204081632654,0.3431122448979592,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,inkling_20260815_030703,positive,-0.2608695652173913,0.33992094861660077,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,inkling_20260815_030703,negative,-0.16666666666666669,0.41666666666666663,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,kimi-k3_20260815_030702,all,0.06000000000000005,0.44,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,kimi-k3_20260815_030702,known_label,0.09485815602836883,0.4960106382978723,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,kimi-k3_20260815_030702,positive,-0.012195121951219523,0.41986062717770034,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,kimi-k3_20260815_030702,negative,0.8571428571428572,1.0,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,minimax-m3_20260815_030703,all,-0.019999999999999962,0.25999999999999995,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,minimax-m3_20260815_030703,known_label,-0.019999999999999962,0.25999999999999995,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,minimax-m3_20260815_030703,positive,-0.056944444444444464,0.22222222222222227,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,minimax-m3_20260815_030703,negative,0.30000000000000004,0.5,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,qwen3.5-122b-a10b_20260815_030702,all,0.5058333333333334,0.5058333333333334,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,qwen3.5-122b-a10b_20260815_030702,known_label,0.5058333333333334,0.5058333333333334,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,qwen3.5-122b-a10b_20260815_030702,positive,0.5058333333333334,0.5058333333333334,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,qwen3.5-122b-a10b_20260815_030702,negative,,,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,qwen3p8-2p4t-a95b_20260815_030703,all,0.3061224489795919,0.42857142857142855,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,qwen3p8-2p4t-a95b_20260815_030703,known_label,0.3023255813953489,0.4186046511627907,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,qwen3p8-2p4t-a95b_20260815_030703,positive,0.35,0.4,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,per_model,qwen3p8-2p4t-a95b_20260815_030703,negative,0.2632850241545894,0.46135265700483086,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_audited_disclosures,primary_9,,all,0.1042101284958428,0.43329743008314436,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,primary_9,,known_label,0.11219653015970257,0.44216058015927245,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,primary_9,,positive,0.10552570966070139,0.4167834783307919,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,primary_9,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,all_10,,all,0.11178911564625851,0.43196768707482996,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,all_10,,known_label,0.12181021047706567,0.440504045952869,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,all_10,,positive,0.10146664518813775,0.41926097465355683,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,all_10,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,raw_reasoning_8,,all,0.08973639455782315,0.41995960884353745,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,raw_reasoning_8,,known_label,0.09872109642966541,0.4299306526791815,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,raw_reasoning_8,,positive,0.09121642336828908,0.4013814131221409,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,raw_reasoning_8,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,claude_summary_only,,all,0.21999999999999997,0.54,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,claude_summary_only,,known_label,0.21999999999999997,0.54,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,claude_summary_only,,positive,0.21999999999999997,0.54,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,claude_summary_only,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,both_labels_supported,,all,0.030293974732750258,0.40769193391642367,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,both_labels_supported,,known_label,0.040562205443427125,0.41908741258573123,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,both_labels_supported,,positive,0.031985436230425615,0.38645971023482767,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_audited_disclosures,both_labels_supported,,negative,0.18215107298958233,0.6366369253015216,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,claude-opus-4-7_20260815_042213,all,0.21999999999999997,0.54,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,claude-opus-4-7_20260815_042213,known_label,0.21999999999999997,0.54,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,claude-opus-4-7_20260815_042213,positive,0.21999999999999997,0.54,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,claude-opus-4-7_20260815_042213,negative,,,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,deepseek-v4-flash-0731_20260815_030703,all,0.45999999999999996,0.45999999999999996,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,deepseek-v4-flash-0731_20260815_030703,known_label,0.5,0.5,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,deepseek-v4-flash-0731_20260815_030703,positive,0.5048076923076923,0.5048076923076923,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,deepseek-v4-flash-0731_20260815_030703,negative,0.5046296296296297,0.5046296296296297,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,deepseek-v4-pro-0813_20260815_030703,all,0.18000000000000005,0.41999999999999993,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,deepseek-v4-pro-0813_20260815_030703,known_label,0.20833333333333331,0.4255952380952381,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,deepseek-v4-pro-0813_20260815_030703,positive,0.0649350649350649,0.4415584415584416,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,deepseek-v4-pro-0813_20260815_030703,negative,0.2383949645948073,0.4248623131392605,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,glm-5p2_20260815_030703,all,-0.15999999999999998,0.58,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,glm-5p2_20260815_030703,known_label,-0.15999999999999998,0.58,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,glm-5p2_20260815_030703,positive,-0.17631578947368426,0.5421052631578946,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,glm-5p2_20260815_030703,negative,-0.08333333333333331,0.7166666666666666,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,inkling-small_20260815_192811,all,-0.23025732031943213,0.31233362910381546,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,inkling-small_20260815_192811,known_label,-0.2192028985507246,0.30978260869565216,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,inkling-small_20260815_192811,positive,-0.17073170731707316,0.24390243902439024,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,inkling-small_20260815_192811,negative,-0.4,0.8571428571428572,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,inkling_20260815_030703,all,-0.24489795918367346,0.34693877551020413,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,inkling_20260815_030703,known_label,-0.25510204081632654,0.3431122448979592,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,inkling_20260815_030703,positive,-0.2608695652173913,0.33992094861660077,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,inkling_20260815_030703,negative,-0.16666666666666669,0.41666666666666663,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,kimi-k3_20260815_030702,all,0.06000000000000005,0.44,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,kimi-k3_20260815_030702,known_label,0.09485815602836883,0.4960106382978723,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,kimi-k3_20260815_030702,positive,-0.012195121951219523,0.41986062717770034,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,kimi-k3_20260815_030702,negative,0.8571428571428572,1.0,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,minimax-m3_20260815_030703,all,-0.0008333333333332971,0.285,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,minimax-m3_20260815_030703,known_label,-0.0008333333333332971,0.285,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,minimax-m3_20260815_030703,positive,-0.03730620155038761,0.24806201550387602,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,minimax-m3_20260815_030703,negative,0.30000000000000004,0.5,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,qwen3.5-122b-a10b_20260815_030702,all,0.4924645390070922,0.4924645390070922,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,qwen3.5-122b-a10b_20260815_030702,known_label,0.4924645390070922,0.4924645390070922,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,qwen3.5-122b-a10b_20260815_030702,positive,0.4924645390070922,0.4924645390070922,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,qwen3.5-122b-a10b_20260815_030702,negative,,,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,qwen3p8-2p4t-a95b_20260815_030703,all,0.2878853669127226,0.41293964394268345,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,qwen3p8-2p4t-a95b_20260815_030703,known_label,0.2830402722631878,0.40158820192853095,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,qwen3p8-2p4t-a95b_20260815_030703,positive,0.31521739130434784,0.3652173913043479,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,per_model,qwen3p8-2p4t-a95b_20260815_030703,negative,0.2632850241545894,0.46135265700483086,Finite-sample missing-Y identification bounds; not CI; labels treated as observed subsets; no log-effect bound.
h6_excluding_confirmed_or_uncertain_audited_disclosures,primary_9,,all,0.09826236589815289,0.4299640652848662,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,primary_9,,known_label,0.10613607717758493,0.4386620258696785,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,primary_9,,positive,0.09723013745659739,0.4107045462332883,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,primary_9,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,all_10,,all,0.1064361293083376,0.4289676587563796,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,all_10,,known_label,0.11635580279315975,0.4373553470922345,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,all_10,,positive,0.09400063020444413,0.4137899357658036,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,all_10,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,raw_reasoning_8,,all,0.08304516163542199,0.41620957344547443,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,raw_reasoning_8,,known_label,0.09190308682478306,0.42599477910338834,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,raw_reasoning_8,,positive,0.08188390463867207,0.3945426145124493,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,raw_reasoning_8,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude_summary_only,,all,0.21999999999999997,0.54,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude_summary_only,,known_label,0.21999999999999997,0.54,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude_summary_only,,positive,0.21999999999999997,0.54,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude_summary_only,,negative,,,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,both_labels_supported,,all,0.02455667915375482,0.40531600693667186,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,both_labels_supported,,known_label,0.034680022227310314,0.416499099117145,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,both_labels_supported,,positive,0.023229528300326326,0.3805537681560717,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
h6_excluding_confirmed_or_uncertain_audited_disclosures,both_labels_supported,,negative,0.18215107298958233,0.6366369253015216,Equal fixed-model mean of finite-sample missing-Y bounds; not CI or log-effect bounds.
